nct_id,Title,Conditions,Phases,Enrollment,DurationWeeks,Arms,DrugClass,Comparator,Masking,Allocation,InterventionModel,SponsorType,Region,PrimaryEndpoint,BaselineHbA1c,HbA1c_SD,EffectSize_HbA1c,PValue_HbA1c,Study Status,Study Results,label_reason,success_label_basic
NCT42975320,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,104,14,2,Insulin,Active,Triple,Randomized,Parallel,Academic,North America,HbA1c change,9.13,1.25,,,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT76325014,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,87,17,3,TZD,Active,Double,Randomized,Parallel,Academic,Europe,HbA1c change,8.72,1.03,-0.969,5.312008610758312e-10,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT39474600,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,211,12,5,SGLT2i,Placebo,Double,Randomized,Single Group,Industry,North America,Weight,7.44,1.48,-0.696,1.2404038099989023e-06,Completed,Has Results,Not met / not primary / not significant,0
NCT49050707,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,72,24,2,Other,Placebo,Double,Randomized,Parallel,Industry,Asia,FPG change,7.74,1.25,-0.791,0.0001551600634925876,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT44151766,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,186,25,6,DPP-4i,Placebo,Single,Randomized,Parallel,Industry,North America,HbA1c change,9.22,1.17,-0.928,2.531308496145357e-14,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT26462421,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,62,24,2,NovelSmallMolecule,DoseComparison,Single,Non-Randomized,Parallel,Industry,Asia,HbA1c change,7.84,0.84,-0.459,0.002486673358696012,"Active, not recruiting",No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT71716900,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,103,14,5,DPP-4i,Placebo,Open Label,Randomized,Parallel,Industry,Multi-Region,FPG change,9.08,1.22,-0.584,0.0006155700646894857,Completed,Has Results,Not met / not primary / not significant,0
NCT31190154,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,169,10,3,Insulin,Placebo,Open Label,Randomized,Single Group,Industry,Asia,FPG change,8.1,0.78,-1.195,0.0,Completed,Has Results,Not met / not primary / not significant,0
NCT36718882,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,166,24,3,NovelSmallMolecule,DoseComparison,Double,Randomized,Parallel,Government,North America,HbA1c change,8.5,1.43,-0.949,1.3660731434939066e-09,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT81347675,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,82,19,3,Insulin,Placebo,Double,Non-Randomized,Parallel,Industry,Europe,Weight,7.43,1.21,-0.599,0.0014665578989238037,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT95397212,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,128,18,2,Other,Placebo,Double,Randomized,Crossover,Industry,Asia,HbA1c change,7.97,0.89,-0.397,0.00038351991373808403,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT70375883,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,120,12,2,DPP-4i,Placebo,Double,Randomized,Parallel,Industry,Asia,CGM TIR,7.79,1.3,-0.219,0.1915265024221936,Completed,Has Results,Not met / not primary / not significant,0
NCT92471320,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,78,19,4,TZD,Placebo,Double,Randomized,Parallel,Industry,North America,HbA1c change,8.56,1.66,-0.635,0.017004225692176078,"Active, not recruiting",No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT86877156,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,131,9,2,SGLT2i,Placebo,Double,Randomized,Parallel,Government,Multi-Region,HbA1c change,8.47,1.05,-0.408,0.0015818676876828697,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT53281938,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,230,20,3,DPP-4i,Placebo,Open Label,Randomized,Single Group,Industry,Asia,FPG change,8.72,1.24,-0.557,1.4202696402287884e-06,Completed,Has Results,Not met / not primary / not significant,0
NCT79326115,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,123,24,3,DPP-4i,StandardOfCare,Double,Randomized,Parallel,Government,Europe,CGM TIR,8.06,0.99,-0.302,0.01701103430028572,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT39552508,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,128,26,2,GLP-1RA,Active,Open Label,Randomized,Parallel,Academic,North America,HbA1c change,7.75,1.12,-0.449,0.0013668413874439178,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT51444734,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,135,20,4,GLP-1RA,Placebo,Double,Randomized,Crossover,Industry,Europe,HbA1c change,8.53,0.72,-1.099,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT58189130,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,52,8,3,NovelSmallMolecule,Active,Double,Randomized,Crossover,Industry,Europe,CGM TIR,7.68,1.1,-0.776,0.00032242266827242627,Completed,Has Results,Not met / not primary / not significant,0
NCT96444370,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,122,17,3,TZD,Placebo,Double,Randomized,Parallel,Industry,North America,HbA1c change,9.15,1.11,-0.926,7.327427553605048e-11,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT86370443,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,63,29,4,NovelSmallMolecule,DoseComparison,Double,Randomized,Parallel,Industry,Asia,HbA1c change,8.32,1.55,-0.443,0.10891918936044331,Completed,Has Results,Not met / not primary / not significant,0
NCT54032766,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,76,11,5,GLP-1RA,Placebo,Single,Randomized,Parallel,Industry,Europe,FPG change,8.17,0.65,-1.093,0.0,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT68732859,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,263,16,2,SGLT2i,Active,Double,Randomized,Parallel,Other,Multi-Region,HbA1c change,8.72,1.03,-0.55,9.214785601230346e-10,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT28212084,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,89,24,2,SGLT2i,Placebo,Double,Randomized,Single Group,Industry,Other,HbA1c change,8.35,1.42,-0.707,0.0009052123610653329,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT82395263,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,71,20,4,NovelSmallMolecule,Active,Double,Randomized,Parallel,Academic,North America,HbA1c change,7.24,1.04,-0.533,0.0022728654898875877,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT59773415,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,167,31,2,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Industry,North America,Weight,7.66,1.06,-0.666,8.703818776822914e-09,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT57945004,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,65,12,3,SGLT2i,StandardOfCare,Double,Randomized,Crossover,Other,Multi-Region,HbA1c change,9.14,0.89,-0.736,2.5137969733579624e-06,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT78965516,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,81,10,5,NovelSmallMolecule,Placebo,Triple,Randomized,Parallel,Industry,Other,FPG change,8.46,0.87,-0.705,2.2573529057101638e-07,Completed,Has Results,Not met / not primary / not significant,0
NCT66962585,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,175,23,4,GLP-1RA,DoseComparison,Double,Randomized,Parallel,Industry,Multi-Region,Composite,7.22,0.64,-0.916,0.0,Completed,Has Results,Not met / not primary / not significant,0
NCT16522037,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,101,9,2,SGLT2i,Placebo,Double,Randomized,Parallel,Industry,North America,FPG change,8.65,0.94,-0.759,1.0605971767496669e-08,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT35934004,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,49,15,2,GLP-1RA,StandardOfCare,Double,Randomized,Parallel,Industry,North America,HbA1c change,8.01,0.85,,,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT25904706,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,127,16,5,SGLT2i,StandardOfCare,Double,Non-Randomized,Crossover,Academic,North America,HbA1c change,7.79,1.13,-0.502,0.00040263734097334414,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT76140383,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,83,22,3,NovelSmallMolecule,DoseComparison,Triple,Randomized,Parallel,Industry,Multi-Region,HbA1c change,7.6,0.9,-0.722,2.6096606398073874e-07,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT13163245,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,199,20,3,Other,Placebo,Double,Non-Randomized,Parallel,Industry,Asia,HbA1c change,9.1,0.98,,,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT28216413,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,76,19,4,SGLT2i,Placebo,Double,Non-Randomized,Parallel,Industry,Asia,Composite,7.02,0.99,-0.664,3.330176617377667e-05,"Active, not recruiting",No Results Posted,Not met / not primary / not significant,0
NCT63770052,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,160,14,2,Insulin,Placebo,Open Label,Randomized,Single Group,Industry,Asia,CGM TIR,7.81,1.09,-1.101,0.0,Completed,Has Results,Not met / not primary / not significant,0
NCT72531830,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,221,23,4,NovelSmallMolecule,Placebo,Open Label,Randomized,Parallel,Industry,North America,HbA1c change,8.48,0.97,-0.592,1.2572576313374384e-10,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT55297440,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,68,40,6,Other,Active,Double,Randomized,Single Group,Industry,Asia,HbA1c change,9.5,0.83,-0.759,1.1477789818581385e-07,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT87464715,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,91,20,4,TZD,DoseComparison,Double,Randomized,Single Group,Industry,North America,Weight,8.79,1.12,-0.792,1.8733998190523238e-06,Completed,Has Results,Not met / not primary / not significant,0
NCT92704606,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,118,17,2,SGLT2i,DoseComparison,Double,Randomized,Parallel,Industry,Asia,HbA1c change,7.81,1.37,-0.318,0.07352015367388187,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT21889255,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,68,8,4,TZD,Placebo,Open Label,Randomized,Crossover,Industry,Multi-Region,Weight,9.47,1.13,,,"Active, not recruiting",No Results Posted,Not met / not primary / not significant,0
NCT95725997,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,112,12,2,SGLT2i,Active,Double,Randomized,Parallel,Other,Asia,HbA1c change,7.45,0.95,-0.034,0.7866935654561008,Terminated,Has Results,Not met / not primary / not significant,0
NCT67259723,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,90,15,4,Other,StandardOfCare,Double,Randomized,Parallel,Industry,Europe,FPG change,8.59,1.07,-0.935,4.3890812095881415e-09,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT18558617,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,89,13,3,DPP-4i,DoseComparison,Double,Randomized,Parallel,Academic,Multi-Region,CGM TIR,8.74,0.6,-0.76,0.0,Completed,Has Results,Not met / not primary / not significant,0
NCT65968468,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,102,16,2,NovelSmallMolecule,Placebo,Open Label,Randomized,Crossover,Industry,Multi-Region,HbA1c change,7.78,1.07,-0.813,4.930263119984346e-08,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT75314405,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,103,27,6,GLP-1RA,Placebo,Double,Randomized,Crossover,Industry,North America,HbA1c change,8.89,1.0,-0.75,7.280761848971196e-08,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT62271201,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,107,23,6,DPP-4i,StandardOfCare,Double,Non-Randomized,Crossover,Industry,North America,Weight,8.04,0.87,-0.587,7.108588366833146e-07,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT17604389,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,76,15,3,NovelSmallMolecule,Placebo,Double,Randomized,Single Group,Industry,Asia,HbA1c change,8.89,0.91,,,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT57090470,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,77,9,3,TZD,Placebo,Double,Randomized,Parallel,Industry,North America,HbA1c change,7.11,1.0,-0.698,1.4198652723340643e-05,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT94234583,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,94,24,4,DPP-4i,DoseComparison,Double,Randomized,Crossover,Industry,North America,HbA1c change,8.63,1.35,-0.778,7.561630466301761e-05,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT75107485,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,98,16,4,Other,DoseComparison,Double,Randomized,Single Group,Industry,North America,HbA1c change,8.11,1.37,,,Completed,Has Results,Not met / not primary / not significant,0
NCT22366713,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,82,6,4,NovelSmallMolecule,DoseComparison,Double,Randomized,Parallel,Other,North America,FPG change,9.2,0.87,-0.566,3.0030366696132127e-05,Completed,Has Results,Not met / not primary / not significant,0
NCT96394464,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,115,20,4,SGLT2i,StandardOfCare,Double,Randomized,Parallel,Industry,Europe,HbA1c change,8.37,0.97,-0.507,7.479294671897119e-05,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT96299221,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,44,22,3,Insulin,Placebo,Double,Randomized,Parallel,Industry,Asia,HbA1c change,9.27,0.98,,,"Active, not recruiting",No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT25245597,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,72,4,4,DPP-4i,Placebo,Double,Non-Randomized,Single Group,Industry,North America,Weight,8.76,1.3,-0.452,0.037237620342759015,Completed,Has Results,Not met / not primary / not significant,0
NCT82079575,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,88,11,5,TZD,Placebo,Double,Non-Randomized,Parallel,Industry,Multi-Region,HbA1c change,8.31,1.14,-1.123,5.526767932195753e-11,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT46604539,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,68,15,3,SGLT2i,Active,Single,Randomized,Parallel,Academic,North America,HbA1c change,8.95,1.12,,,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT63431379,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,207,20,3,SGLT2i,Placebo,Double,Randomized,Parallel,Industry,Europe,FPG change,8.96,1.23,-0.493,4.811056414300019e-05,Recruiting,Has Results,Not met / not primary / not significant,0
NCT50066767,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,100,13,5,Other,Active,Double,Randomized,Parallel,Industry,North America,Weight,8.73,0.95,0.065,0.6273572053203065,Completed,Has Results,Not met / not primary / not significant,0
NCT80436168,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,108,11,5,Other,Placebo,Open Label,Randomized,Parallel,Industry,Multi-Region,HbA1c change,6.8,1.44,-0.028,0.888142042372951,Completed,Has Results,Not met / not primary / not significant,0
NCT99699386,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,80,20,2,NovelSmallMolecule,Active,Double,Randomized,Parallel,Industry,Other,CGM TIR,7.71,1.1,-1.037,2.4828531453024993e-09,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT81560334,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,99,13,4,Other,Placebo,Single,Randomized,Single Group,Other,Asia,HbA1c change,9.37,0.89,-0.946,5.850875339774575e-14,"Active, not recruiting",No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT93823427,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,58,19,5,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Industry,North America,HbA1c change,7.52,1.04,-0.984,3.678129452122647e-07,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT95142434,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,92,9,2,NovelSmallMolecule,Placebo,Open Label,Randomized,Single Group,Academic,North America,Composite,9.02,1.41,-0.559,0.007098708298621803,Completed,Has Results,Not met / not primary / not significant,0
NCT18109488,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,65,8,5,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Industry,North America,Weight,8.89,0.99,-0.287,0.09964497270162287,Completed,Has Results,Not met / not primary / not significant,0
NCT32804501,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,88,21,2,DPP-4i,StandardOfCare,Single,Randomized,Single Group,Other,Multi-Region,HbA1c change,7.89,1.34,-0.735,0.0002653787088937598,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT74967090,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,31,18,2,DPP-4i,Placebo,Double,Randomized,Parallel,Industry,North America,HbA1c change,7.0,0.94,-0.687,0.004169272735801477,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT63106829,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,60,22,6,SGLT2i,Placebo,Triple,Randomized,Parallel,Industry,Other,HbA1c change,8.0,0.91,-0.536,0.0012391516251359924,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT14513155,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,192,13,5,TZD,StandardOfCare,Double,Randomized,Parallel,Academic,Asia,HbA1c change,9.85,1.26,-1.453,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT18554427,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,145,11,3,SGLT2i,Active,Double,Randomized,Parallel,Industry,Asia,Weight,7.8,0.88,-0.559,6.665646012926629e-08,Completed,Has Results,Not met / not primary / not significant,0
NCT56849264,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,180,24,3,SGLT2i,Placebo,Triple,Randomized,Parallel,Industry,Multi-Region,CGM TIR,7.84,1.31,-0.879,1.7296553078693933e-10,Recruiting,Has Results,Not met / not primary / not significant,0
NCT65454912,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,186,7,5,TZD,Placebo,Double,Randomized,Crossover,Other,North America,HbA1c change,7.7,1.19,-0.81,4.867084513193731e-11,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT25094740,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,135,24,5,DPP-4i,Placebo,Open Label,Randomized,Parallel,Industry,Multi-Region,HbA1c change,9.25,0.88,-0.736,6.983635891799622e-12,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT25416217,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,81,24,2,SGLT2i,Active,Double,Randomized,Parallel,Academic,North America,HbA1c change,8.23,1.08,-0.838,8.186970987811293e-07,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT21640619,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,62,21,3,NovelSmallMolecule,Placebo,Open Label,Randomized,Parallel,Academic,Multi-Region,HbA1c change,7.96,0.96,-0.461,0.0076497873446340625,Recruiting,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT60845554,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,167,12,5,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Academic,Asia,FPG change,9.39,1.19,-0.892,6.72184530259301e-12,Completed,Has Results,Not met / not primary / not significant,0
NCT10706827,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,102,11,5,GLP-1RA,Placebo,Double,Randomized,Parallel,Government,North America,HbA1c change,8.81,1.57,-1.001,5.402911314011938e-06,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT61518745,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,306,15,6,GLP-1RA,Active,Double,Randomized,Parallel,Industry,Multi-Region,HbA1c change,7.76,1.01,-0.773,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT52833579,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,84,8,3,SGLT2i,Placebo,Double,Randomized,Parallel,Industry,North America,FPG change,7.54,1.23,-0.756,7.093561691173811e-05,"Active, not recruiting",No Results Posted,Not met / not primary / not significant,0
NCT51938663,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,242,10,4,NovelSmallMolecule,StandardOfCare,Double,Randomized,Single Group,Industry,North America,Composite,9.21,1.11,,,Completed,Has Results,Not met / not primary / not significant,0
NCT71134862,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,93,20,2,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Industry,Multi-Region,HbA1c change,8.41,1.11,-0.786,1.2766617514259337e-06,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT57036859,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,181,20,5,GLP-1RA,Active,Double,Randomized,Parallel,Academic,Europe,HbA1c change,7.32,1.06,-0.879,2.886579864025407e-15,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT75497387,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,213,10,5,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Industry,Multi-Region,HbA1c change,7.15,0.89,-0.716,1.1102230246251565e-16,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT78753104,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,63,20,2,GLP-1RA,Placebo,Double,Randomized,Parallel,Industry,Asia,HbA1c change,7.62,1.18,-1.287,1.0517914317276222e-09,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT92810596,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,80,19,2,DPP-4i,Placebo,Open Label,Randomized,Parallel,Industry,Asia,HbA1c change,7.53,1.03,-0.02,0.9000838711910166,Recruiting,Has Results,Not met / not primary / not significant,0
NCT81932023,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,62,25,3,Other,StandardOfCare,Open Label,Randomized,Single Group,Industry,North America,HbA1c change,6.97,0.87,-0.615,8.989004909565335e-05,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
